Ticker,PBV x ROE,Close Price,Price to Equity Discount (%),Relative PE ratio (TTM),EPS Growth,Debt to Total Assets Ratio,Liquidity Differential,CCE,Operating Efficiency,Dividend Payout Efficiency,Yearly Price Change,Composite Rank,Net Debt to Equity
BKSW,-0.002818859086344371,52.0,156.8440848851409,-4.172546952521164,0.23156059285091543,0.004731118321411112,,0.13127361591555217,,0.0,-0.14754098360655737,0.6578,-0.38885326506052065
BLES,0.23250572839687664,216.0,-34.875466827449706,0.78684797520885,,0.25017004708218543,1.1137216094414273,0.0760349312138805,0.2655694811207329,0.08873299679513404,0.32515337423312884,0.5415,0.29704993815396946
BLOG,0.49532023287491844,382.0,-51.417062991401394,0.6636821467351477,-0.02298033613288691,0.31414567047509917,1.4294677768043769,0.11353327793343627,0.12622163139513407,0.47022133658520565,-0.24356435643564356,0.5808,0.36415937452080466
BLTA,0.016021908586349252,33.0,43.694676628944464,2.3454065142651364,-0.8145056620621487,0.38261993902215125,1.1236498995775828,0.08195941591172476,0.09729905251479197,0.0,0.65,0.5233,0.6560532204542523
BLTZ,0.3969704495071199,2540.0,-80.81827357306052,5.312270374055256,0.6992537555505929,0.633061567046321,0.36016823835585215,0.07537274607568131,-0.036493394254786725,0.0,0.4111111111111111,0.4496,2.318716731810458
BLUE,1.4320884948512964,2480.0,-89.7835865995238,5.1909514082293144,0.28369132999357355,0.006228439313303346,18.33411322205237,0.02604480957565262,0.12766835346758504,0.9171924358225623,7.0,0.3438,-0.0209506319403378
BMAS,0.006072877988588397,515.0,-30.23763365618095,26.25286907381029,1.0086540902933916,0.1799712101051492,,0.1424891434403928,,0.0,-0.06363636363636363,0.4069,0.14478529313211808
BMBL,,31.0,,,,,,,,,-0.06060606060606061,0.0139,
BMHS,-0.0004691491819297398,189.0,19.446792601727267,-115.91877605643388,,0.36286883501852923,1.7132467866085124,0.05589694568669,0.04603107090545083,0.6311,0.005319148936170213,0.6396,0.6523051180142273
BMRI,0.2931675832731491,4240.0,-27.806088702904397,0.5078046172375346,0.13873555107162783,0.08936155614931811,,0.10688592250377317,,0.736205422919436,-0.1016949152542373,0.6079,-0.15563969805469946
BMSR,0.05498291594569687,306.0,142.63107957172895,0.23971383826197423,2.3045658610625757,0.24003520439334586,1.8584916601829706,0.02239960664267307,0.030460695823888547,0.0,0.21428571428571427,0.7523,0.4158902302892987
BMTR,0.004824197925644832,117.0,739.6449350824606,0.22813781229696994,-1.6996367671764943,0.16078497747831538,4.008688769644609,0.025759916939129684,0.06591539945115236,0.0,-0.19310344827586207,0.8309,0.29597024636252856
